Vehicle_ID,Lane,Frame,Timestamp
244,2,374,12.434000000000001
247,3,381,12.667
249,2,383,12.734
250,3,385,12.8
249,1,387,12.867
254,3,395,13.134
253,3,395,13.134
255,3,399,13.267
257,3,401,13.334
259,3,410,13.634
260,3,412,13.700000000000001
262,3,414,13.767
266,3,420,13.967
271,3,428,14.234
273,3,436,14.5
275,3,443,14.734
276,3,447,14.867
277,3,450,14.967
279,3,454,15.1
280,3,456,15.167
282,3,460,15.3
281,3,461,15.334
284,3,464,15.434000000000001
286,3,467,15.534
287,3,471,15.667
286,2,471,15.667
289,3,476,15.834
290,3,481,16.0
292,3,490,16.3
293,3,496,16.5
296,3,498,16.567
299,3,507,16.867
301,3,511,17.0
303,3,518,17.233
305,3,520,17.3
307,3,524,17.433
308,3,528,17.567
312,3,534,17.767
308,2,535,17.8
314,3,540,17.967
315,3,544,18.1
318,3,546,18.167
308,1,548,18.233
321,3,550,18.3
323,1,551,18.333000000000002
325,3,552,18.367
329,3,571,19.0
330,3,572,19.033
331,3,578,19.233
333,3,581,19.333000000000002
336,3,591,19.667
337,3,593,19.733
338,3,595,19.8
337,2,596,19.833000000000002
339,3,597,19.867
340,3,602,20.033
344,3,608,20.233
337,1,610,20.3
346,3,611,20.333000000000002
353,3,628,20.900000000000002
356,3,639,21.267
353,2,645,21.466
357,3,653,21.733
353,1,653,21.733
359,3,656,21.833000000000002
361,3,657,21.866
368,3,663,22.066
369,3,664,22.1
371,3,668,22.233
370,3,668,22.233
376,3,677,22.533
369,2,679,22.6
380,3,691,23.0
381,3,694,23.1
392,3,715,23.8
395,3,718,23.900000000000002
396,3,720,23.966
402,3,724,24.1
397,3,724,24.1
405,3,727,24.2
406,3,728,24.233
407,3,730,24.3
411,3,734,24.433
412,3,735,24.466
413,3,739,24.6
417,3,750,24.966
412,2,751,25.0
421,3,753,25.066
422,3,755,25.133
425,3,764,25.433
424,3,765,25.466
427,3,768,25.566
428,3,771,25.666
429,3,777,25.866
430,3,778,25.900000000000002
435,3,782,26.033
434,3,782,26.033
437,3,790,26.3
438,3,792,26.366
438,2,795,26.466
441,3,800,26.633
443,2,802,26.7
448,3,806,26.834
446,2,808,26.900000000000002
451,3,816,27.167
455,3,820,27.3
457,3,824,27.434
462,3,828,27.567
463,3,829,27.6
465,3,830,27.634
467,3,833,27.734
466,3,834,27.767
470,3,836,27.834
473,3,839,27.934
472,3,839,27.934
475,3,842,28.034
478,3,850,28.3
487,3,853,28.400000000000002
494,3,863,28.734
491,3,864,28.767
496,3,869,28.934
500,3,875,29.134
501,3,881,29.334
508,3,888,29.567
509,3,894,29.767
512,3,897,29.867
516,3,900,29.967000000000002
515,3,902,30.034
443,1,910,30.3
521,3,912,30.367
522,3,913,30.400000000000002
523,3,914,30.434
525,3,916,30.5
528,3,924,30.767
529,3,929,30.934
531,3,934,31.1
532,3,936,31.167
534,3,937,31.2
533,3,937,31.2
538,3,943,31.400000000000002
539,3,945,31.467000000000002
542,3,948,31.567
543,3,949,31.6
541,3,949,31.6
548,3,954,31.767
516,2,956,31.834
551,3,958,31.900000000000002
554,2,966,32.167
556,3,967,32.2
555,2,967,32.2
558,3,976,32.5
561,3,978,32.567
562,3,979,32.6
564,3,980,32.633
566,2,981,32.667
567,3,988,32.9
568,2,990,32.967
569,3,991,33.0
568,1,997,33.2
579,1,1003,33.4
577,3,1003,33.4
580,3,1006,33.5
582,3,1010,33.633
581,3,1010,33.633
586,3,1015,33.8
588,3,1017,33.867
591,3,1019,33.933
590,3,1020,33.967
594,3,1024,34.1
595,3,1025,34.133
600,3,1030,34.300000000000004
604,3,1034,34.433
603,3,1034,34.433
606,3,1035,34.467
607,3,1036,34.5
610,3,1039,34.6
612,3,1040,34.633
611,3,1040,34.633
609,3,1040,34.633
613,3,1041,34.667
615,3,1042,34.7
614,3,1044,34.767
618,3,1049,34.933
617,3,1049,34.933
619,3,1051,35.0
620,3,1053,35.067
622,3,1055,35.133
621,3,1056,35.167
630,3,1060,35.300000000000004
629,3,1060,35.300000000000004
633,3,1063,35.4
640,3,1078,35.9
643,3,1079,35.933
647,3,1083,36.067
649,3,1086,36.167
648,3,1086,36.167
652,3,1087,36.2
653,3,1088,36.233000000000004
659,3,1092,36.367
661,3,1095,36.467
663,3,1097,36.533
665,3,1099,36.6
664,3,1099,36.6
669,3,1103,36.733000000000004
667,3,1103,36.733000000000004
672,3,1107,36.867
671,3,1107,36.867
667,2,1109,36.933
676,3,1112,37.033
675,3,1112,37.033
677,3,1114,37.1
678,3,1119,37.267
681,3,1120,37.300000000000004
684,3,1123,37.4
687,3,1124,37.433
689,3,1126,37.5
692,3,1130,37.633
695,3,1131,37.666000000000004
699,3,1135,37.800000000000004
700,2,1136,37.833
703,2,1138,37.9
701,3,1139,37.933
708,2,1140,37.966
703,1,1148,38.233000000000004
712,3,1149,38.266
717,3,1150,38.300000000000004
716,1,1150,38.300000000000004
715,3,1150,38.300000000000004
713,3,1152,38.366
719,3,1154,38.433
721,3,1160,38.633
722,1,1161,38.666000000000004
728,3,1166,38.833
739,3,1183,39.4
743,3,1187,39.533
745,3,1188,39.566
744,3,1188,39.566
742,3,1189,39.6
748,3,1192,39.7
750,3,1194,39.766
751,3,1195,39.800000000000004
541,2,1195,39.800000000000004
754,3,1208,40.233000000000004
757,3,1211,40.333
760,3,1213,40.4
765,3,1220,40.633
762,3,1220,40.633
766,3,1222,40.7
769,3,1223,40.733000000000004
541,1,1225,40.800000000000004
772,3,1227,40.866
773,3,1228,40.9
774,3,1229,40.933
776,3,1232,41.033
779,3,1233,41.066
780,3,1236,41.166000000000004
781,3,1239,41.266
782,3,1241,41.333
789,3,1254,41.766
788,3,1254,41.766
793,3,1267,42.2
797,3,1275,42.466
799,3,1278,42.566
802,3,1283,42.734
808,3,1287,42.867000000000004
809,3,1289,42.934
811,2,1293,43.067
815,3,1296,43.167
820,2,1309,43.6
820,1,1319,43.934
825,3,1321,44.0
827,3,1322,44.034
828,3,1326,44.167
830,3,1329,44.267
829,3,1329,44.267
831,3,1337,44.534
832,3,1338,44.567
836,3,1343,44.734
837,3,1344,44.767
835,3,1344,44.767
838,3,1350,44.967
839,2,1353,45.067
849,3,1369,45.6
851,3,1371,45.667
850,3,1371,45.667
854,3,1374,45.767
856,2,1375,45.800000000000004
856,1,1376,45.834
858,3,1377,45.867000000000004
857,1,1377,45.867000000000004
864,3,1381,46.0
867,3,1383,46.067
866,1,1383,46.067
870,3,1385,46.134
873,1,1389,46.267
872,3,1389,46.267
868,3,1389,46.267
865,3,1389,46.267
875,3,1392,46.367000000000004
881,3,1397,46.534
882,3,1399,46.6
884,2,1402,46.7
887,3,1403,46.734
890,3,1407,46.867000000000004
889,3,1407,46.867000000000004
893,3,1408,46.9
891,3,1408,46.9
888,3,1408,46.9
896,3,1414,47.1
894,3,1414,47.1
902,3,1420,47.300000000000004
905,3,1421,47.334
904,2,1421,47.334
907,2,1423,47.4
906,3,1423,47.4
913,1,1432,47.7
920,3,1437,47.867000000000004
926,3,1443,48.067
858,2,1443,48.067
921,3,1445,48.133
935,3,1448,48.233000000000004
938,3,1449,48.267
936,3,1452,48.367000000000004
945,3,1455,48.467
946,3,1459,48.6
948,3,1462,48.7
949,2,1464,48.767
954,2,1469,48.933
954,1,1473,49.067
962,3,1477,49.2
960,3,1477,49.2
956,3,1477,49.2
963,3,1481,49.333
970,3,1490,49.633
969,3,1491,49.667
973,3,1494,49.767
936,2,1494,49.767
974,3,1495,49.800000000000004
976,3,1496,49.833
977,3,1498,49.9
981,3,1500,49.967
980,3,1501,50.0
990,3,1512,50.367000000000004
987,3,1515,50.467
992,2,1517,50.533
994,3,1520,50.633
995,3,1521,50.667
999,3,1529,50.933
1000,3,1530,50.967
1002,3,1532,51.033
1003,3,1533,51.067
992,1,1535,51.133
936,1,1535,51.133
1006,3,1538,51.233000000000004
1009,1,1542,51.367000000000004
1014,3,1546,51.5
1020,3,1549,51.6
1019,1,1549,51.6
1017,3,1549,51.6
1022,3,1551,51.667
1023,3,1553,51.733000000000004
1025,1,1554,51.767
1031,3,1558,51.9
1034,3,1559,51.933
1041,3,1564,52.1
1042,3,1566,52.167
1037,3,1566,52.167
1046,3,1569,52.267
1047,3,1571,52.333
1050,3,1573,52.4
1044,3,1573,52.4
1054,3,1576,52.5
1057,3,1579,52.6
1060,3,1580,52.633
1063,3,1587,52.867000000000004
1061,3,1587,52.867000000000004
1067,3,1590,52.967
1068,3,1592,53.033
921,2,1592,53.033
831,2,1593,53.067
1076,3,1605,53.466
1072,3,1605,53.466
1077,3,1607,53.533
1081,3,1611,53.666000000000004
1083,3,1613,53.733000000000004
1088,3,1614,53.766
1085,3,1614,53.766
1092,3,1619,53.933
1096,3,1620,53.966
1098,3,1623,54.066
1102,3,1627,54.2
1103,3,1628,54.233000000000004
1105,3,1629,54.266
1104,3,1629,54.266
1107,3,1631,54.333
1106,3,1635,54.466
1112,3,1639,54.6
831,1,1639,54.6
1115,3,1640,54.633
1116,3,1642,54.7
1118,3,1643,54.733000000000004
1124,3,1648,54.9
1127,3,1653,55.066
1125,3,1653,55.066
1131,1,1655,55.133
1133,3,1656,55.166000000000004
1134,3,1657,55.2
1130,3,1658,55.233000000000004
1136,1,1659,55.266
1138,3,1662,55.366
1137,3,1662,55.366
1141,3,1668,55.566
1139,3,1670,55.633
1142,3,1671,55.666000000000004
1146,3,1675,55.800000000000004
1147,3,1677,55.866
1149,3,1678,55.9
1148,3,1680,55.966
1154,3,1683,56.066
1153,3,1683,56.066
1157,3,1688,56.233000000000004
1156,3,1688,56.233000000000004
1162,3,1693,56.4
1160,3,1694,56.433
1167,3,1702,56.7
1169,3,1704,56.766
1171,3,1705,56.800000000000004
1173,3,1706,56.833
1167,2,1708,56.9
1176,3,1710,56.966
1179,3,1713,57.066
1180,3,1714,57.1
1182,3,1716,57.166000000000004
1178,3,1717,57.2
1188,3,1731,57.666000000000004
1186,3,1731,57.666000000000004
1193,3,1735,57.800000000000004
1194,3,1737,57.866
1197,3,1739,57.933
1198,3,1740,57.966
1201,3,1742,58.033
1200,3,1742,58.033
1203,3,1744,58.1
1199,2,1744,58.1
1205,3,1746,58.166000000000004
1204,3,1747,58.2
1207,3,1748,58.233000000000004
1209,3,1752,58.366
1210,1,1753,58.4
1216,3,1760,58.633
1224,3,1767,58.867000000000004
1231,3,1779,59.267
1237,3,1789,59.6
1243,3,1793,59.734
1246,3,1797,59.867000000000004
1250,3,1800,59.967
1251,3,1802,60.034
1254,3,1807,60.2
1258,3,1809,60.267
1257,3,1809,60.267
1260,3,1815,60.467
1264,3,1816,60.5
1237,2,1816,60.5
1265,3,1817,60.534
1268,3,1820,60.634
1278,3,1826,60.834
1274,3,1826,60.834
1279,2,1829,60.934000000000005
1277,3,1832,61.034
1285,3,1833,61.067
1287,3,1841,61.334
1292,3,1843,61.4
1294,3,1844,61.434000000000005
1293,3,1845,61.467
1297,3,1849,61.6
1300,2,1852,61.7
1298,3,1852,61.7
1296,3,1852,61.7
1303,3,1854,61.767
1302,3,1856,61.834
1306,3,1857,61.867000000000004
1309,1,1858,61.9
1308,3,1858,61.9
1315,3,1868,62.234
1318,3,1878,62.567
1322,3,1879,62.6
1323,3,1881,62.667
1325,3,1887,62.867000000000004
1326,3,1890,62.967
1329,3,1897,63.2
1328,3,1897,63.2
1332,3,1902,63.367000000000004
1337,3,1908,63.567
1339,3,1909,63.6
1338,3,1909,63.6
1342,3,1912,63.7
1340,3,1912,63.7
1346,3,1916,63.834
1351,3,1924,64.1
1352,3,1925,64.133
1350,3,1925,64.133
1353,3,1926,64.167
1356,2,1928,64.233
1358,3,1932,64.367
1359,3,1933,64.4
1361,3,1935,64.467
1362,3,1936,64.5
1363,3,1937,64.533
1369,3,1942,64.7
1368,3,1943,64.733
1370,3,1944,64.767
1374,2,1952,65.033
1379,3,1956,65.167
1383,3,1965,65.467
1386,3,1967,65.533
1387,3,1969,65.6
1390,2,1972,65.7
1393,2,1975,65.8
1394,3,1976,65.833
1400,3,1983,66.067
1404,3,1986,66.167
1408,2,1993,66.4
1409,3,1994,66.433
1411,3,1998,66.567
1412,3,2001,66.667
1416,3,2003,66.733
1422,3,2008,66.9
1421,3,2008,66.9
1417,3,2008,66.9
1427,3,2014,67.1
1408,1,2014,67.1
1428,3,2016,67.167
1431,1,2019,67.267
1433,3,2024,67.433
1439,3,2027,67.533
1444,1,2034,67.767
1442,3,2034,67.767
1446,3,2039,67.933
1445,3,2042,68.033
1448,3,2044,68.1
1458,3,2048,68.233
1456,3,2049,68.267
1454,3,2050,68.3
1457,3,2051,68.333
1359,2,2053,68.4
1461,3,2054,68.433
1462,3,2055,68.467
1463,3,2056,68.5
1466,3,2059,68.60000000000001
1468,3,2060,68.633
1469,3,2062,68.7
1474,3,2065,68.8
1473,3,2065,68.8
1478,3,2070,68.967
1476,3,2070,68.967
1485,3,2074,69.10000000000001
1484,3,2074,69.10000000000001
1483,3,2074,69.10000000000001
1480,3,2076,69.167
1489,3,2079,69.267
1490,3,2080,69.3
1495,3,2081,69.333
1492,3,2081,69.333
1491,3,2082,69.366
1499,3,2085,69.46600000000001
1502,3,2091,69.666
1503,3,2092,69.7
1506,3,2093,69.733
1505,3,2093,69.733
1507,3,2094,69.766
1500,3,2096,69.833
1359,1,2104,70.10000000000001
1512,3,2106,70.166
1515,3,2107,70.2
1519,3,2108,70.233
1520,3,2109,70.266
1521,3,2110,70.3
1524,3,2111,70.333
1525,3,2113,70.4
1530,3,2117,70.533
1526,3,2117,70.533
1531,3,2118,70.566
1532,3,2120,70.633
1533,1,2121,70.666
1535,3,2122,70.7
1537,3,2123,70.733
1539,3,2124,70.766
1540,3,2126,70.833
1542,3,2128,70.9
1541,3,2128,70.9
1546,3,2133,71.066
1544,3,2135,71.133
1549,3,2137,71.2
1548,3,2137,71.2
1550,3,2138,71.233
1554,3,2142,71.366
1553,3,2142,71.366
1499,2,2142,71.366
1555,3,2144,71.433
1556,3,2150,71.633
1559,3,2152,71.7
1561,3,2156,71.833
1566,3,2161,72.0
1568,3,2163,72.066
1567,3,2163,72.066
1571,3,2167,72.2
1576,2,2169,72.266
1572,1,2169,72.266
1573,3,2172,72.366
1580,2,2175,72.46600000000001
1579,3,2175,72.46600000000001
1581,1,2179,72.60000000000001
1582,1,2180,72.633
1577,3,2180,72.633
1583,3,2183,72.733
1586,3,2188,72.9
1593,3,2195,73.133
1590,3,2196,73.166
1598,3,2200,73.3
1600,3,2203,73.4
1601,3,2206,73.5
1606,3,2215,73.8
1616,3,2226,74.166
1615,3,2227,74.2
1617,3,2228,74.233
1618,3,2230,74.3
1615,2,2232,74.366
1620,2,2234,74.433
1622,3,2244,74.767
1624,3,2245,74.8
1629,3,2254,75.10000000000001
1633,3,2265,75.467
1635,3,2266,75.5
1620,1,2267,75.534
1636,3,2271,75.667
1638,3,2274,75.767
1639,1,2275,75.8
1643,3,2283,76.067
1645,3,2284,76.10000000000001
1642,3,2284,76.10000000000001
1646,2,2295,76.467
1651,3,2306,76.834
1656,3,2315,77.134
1655,3,2315,77.134
1658,3,2319,77.267
1657,2,2319,77.267
1657,1,2321,77.334
1646,1,2322,77.367
1659,3,2324,77.434
1660,3,2330,77.634
1661,1,2331,77.667
1662,3,2333,77.734
1665,3,2342,78.034
1667,3,2344,78.10000000000001
1500,2,2358,78.567
1669,3,2366,78.834
1500,1,2380,79.3
1672,3,2385,79.467
1673,3,2386,79.5
1675,1,2393,79.734
1676,3,2402,80.033
1681,3,2416,80.5
1682,3,2417,80.533
1685,3,2421,80.667
1688,3,2426,80.833
1687,3,2426,80.833
1694,3,2441,81.333
1693,3,2441,81.333
1692,3,2441,81.333
1697,3,2451,81.667
1700,3,2464,82.10000000000001
1693,2,2464,82.10000000000001
1706,3,2470,82.3
1710,3,2480,82.633
1693,1,2483,82.733
1715,3,2485,82.8
1718,3,2493,83.067
1719,3,2497,83.2
1720,3,2498,83.233
1721,3,2499,83.267
1723,3,2506,83.5
1662,2,2511,83.667
1727,3,2517,83.867
1729,3,2522,84.033
1734,3,2524,84.10000000000001
1731,3,2524,84.10000000000001
1735,2,2527,84.2
1730,3,2527,84.2
1736,3,2528,84.233
1735,1,2528,84.233
1739,3,2536,84.5
1742,3,2539,84.60000000000001
1744,3,2551,85.0
1745,3,2552,85.033
1747,3,2558,85.233
1749,3,2564,85.433
1753,3,2567,85.533
1756,3,2570,85.633
1754,3,2570,85.633
1759,3,2574,85.766
1760,3,2578,85.9
1761,3,2579,85.933
1763,3,2583,86.066
1764,3,2588,86.233
1766,3,2594,86.433
1768,3,2596,86.5
1778,3,2627,87.533
1781,3,2632,87.7
1780,3,2632,87.7
1784,3,2636,87.833
1786,3,2645,88.133
1788,3,2647,88.2
1797,3,2665,88.8
1764,2,2682,89.366
1806,2,2688,89.566
1808,2,2692,89.7
1810,3,2696,89.833
1788,2,2697,89.866
1811,3,2698,89.9
1808,1,2701,90.0
1813,2,2713,90.4
1822,2,2731,91.0
1823,3,2739,91.267
1825,3,2747,91.534
1828,3,2763,92.067
1830,3,2770,92.3
1831,3,2774,92.434
1834,3,2781,92.667
1835,3,2784,92.767
1831,2,2811,93.667
1837,3,2814,93.767
1840,3,2824,94.10000000000001
1845,3,2834,94.434
1854,3,2858,95.23400000000001
1855,3,2860,95.3
1858,3,2874,95.767
1861,3,2876,95.834
1862,3,2883,96.067
1872,3,2896,96.5
1871,3,2897,96.533
1874,3,2909,96.933
1876,3,2916,97.167
1877,3,2918,97.233
1835,2,2927,97.533
1883,3,2937,97.867
1877,2,2944,98.10000000000001
1886,3,2950,98.3
1887,3,2952,98.367
1889,2,2957,98.533
1896,3,2972,99.033
1898,3,2975,99.133
1901,3,2989,99.60000000000001
1876,2,2994,99.767
1903,3,2999,99.933
1905,2,3006,100.167
1906,3,3010,100.3
1909,3,3022,100.7
1912,3,3026,100.833
1911,3,3026,100.833
1914,3,3035,101.133
1916,3,3041,101.333
1917,3,3043,101.4
1918,3,3046,101.5
1920,3,3063,102.066
1923,3,3067,102.2
1917,2,3067,102.2
1927,3,3075,102.46600000000001
1928,3,3077,102.533
1929,3,3078,102.566
1932,3,3079,102.60000000000001
1935,3,3085,102.8
1936,3,3087,102.866
1940,3,3097,103.2
1942,3,3102,103.366
1935,2,3102,103.366
1943,3,3103,103.4
1944,3,3104,103.433
1946,3,3108,103.566
1949,3,3111,103.666
1935,1,3111,103.666
1953,3,3124,104.10000000000001
1955,3,3127,104.2
1954,3,3128,104.233
1957,3,3144,104.766
1958,3,3147,104.866
1959,3,3150,104.96600000000001
1961,3,3157,105.2
1965,3,3168,105.566
1966,3,3171,105.666
1966,2,3177,105.866
1969,3,3179,105.933
1968,2,3179,105.933
1927,2,3179,105.933
1971,3,3181,106.0
1973,3,3185,106.133
1968,1,3188,106.233
1976,1,3195,106.46600000000001
1984,3,3205,106.8
1989,3,3213,107.067
1992,3,3220,107.3
1994,3,3229,107.60000000000001
1995,3,3235,107.8
1999,3,3238,107.9
1998,3,3242,108.034
2003,3,3248,108.23400000000001
2008,3,3269,108.934
2007,3,3270,108.967
2009,3,3274,109.10000000000001
1957,2,3275,109.134
2011,3,3278,109.23400000000001
2014,3,3285,109.467
1957,1,3285,109.467
2015,3,3286,109.5
2016,3,3288,109.567
2017,3,3289,109.60000000000001
2018,3,3294,109.767
2023,3,3304,110.10000000000001
2017,2,3315,110.467
2033,3,3317,110.534
2031,3,3317,110.534
2038,3,3320,110.634
2037,3,3326,110.834
2042,3,3332,111.034
1989,2,3340,111.3
2045,2,3343,111.4
2049,1,3350,111.634
2047,3,3351,111.667
2051,3,3353,111.73400000000001
2057,3,3367,112.2
2059,3,3368,112.233
2058,3,3368,112.233
2055,3,3368,112.233
2063,3,3375,112.467
2062,3,3377,112.533
2064,3,3396,113.167
2073,3,3416,113.833
2076,3,3417,113.867
2074,3,3417,113.867
2080,3,3424,114.10000000000001
2078,3,3424,114.10000000000001
2081,3,3427,114.2
2082,3,3429,114.267
2087,3,3442,114.7
2088,3,3444,114.767
2090,3,3446,114.833
2090,2,3451,115.0
2094,3,3454,115.10000000000001
2095,3,3456,115.167
2087,2,3460,115.3
2097,3,3466,115.5
2100,2,3475,115.8
2104,3,3478,115.9
2100,1,3479,115.933
2106,1,3483,116.067
2108,3,3486,116.167
2111,3,3489,116.267
2112,3,3491,116.333
2114,3,3493,116.4
2115,3,3506,116.833
2116,3,3507,116.867
2118,3,3508,116.9
2119,3,3512,117.033
2119,2,3513,117.067
2118,2,3513,117.067
2121,3,3515,117.133
2122,1,3522,117.366
2119,1,3523,117.4
2124,3,3524,117.433
2123,3,3526,117.5
2127,1,3529,117.60000000000001
2132,3,3540,117.96600000000001
2136,3,3559,118.60000000000001
2138,3,3562,118.7
2094,2,3563,118.733
2094,1,3573,119.066
2144,3,3581,119.333
2138,2,3585,119.46600000000001
2146,3,3590,119.633
2147,3,3600,119.96600000000001
2148,3,3611,120.333
2151,3,3616,120.5
2152,3,3618,120.566
2153,3,3622,120.7
2153,2,3631,121.0
2156,3,3637,121.2
2153,1,3640,121.3
2160,3,3648,121.566
2159,1,3648,121.566
2152,2,3661,122.0
2162,3,3662,122.033
2163,3,3679,122.60000000000001
2167,3,3698,123.23400000000001
2171,3,3717,123.867
2172,3,3723,124.067
2173,3,3730,124.3
2175,3,3734,124.434
2174,3,3738,124.567
2178,3,3753,125.067
2181,3,3761,125.334
2178,2,3762,125.367
2183,3,3769,125.60000000000001
2182,3,3769,125.60000000000001
2186,3,3789,126.267
2188,3,3798,126.567
2189,3,3808,126.9
2190,3,3814,127.10000000000001
2192,3,3838,127.9
2193,3,3849,128.267
2194,3,3862,128.7
2198,3,3874,129.1
2199,3,3879,129.267
2200,3,3881,129.333
2202,3,3884,129.433
2206,3,3886,129.5
2205,3,3886,129.5
2214,3,3900,129.967
2215,3,3901,130.0
2217,3,3904,130.1
2218,3,3905,130.133
2225,3,3915,130.467
2227,3,3916,130.5
2223,3,3918,130.567
2183,2,3921,130.667
2231,2,3923,130.733
2228,3,3923,130.733
2232,3,3925,130.8
2235,1,3930,130.967
2232,2,3938,131.233
2239,3,3940,131.3
2241,3,3944,131.433
2242,3,3949,131.6
2245,3,3958,131.9
2246,3,3962,132.03300000000002
2248,3,3963,132.067
2252,3,3967,132.2
2193,2,3969,132.267
2193,1,3977,132.53300000000002
2258,3,3979,132.6
2263,3,3998,133.233
2265,3,4005,133.466
2267,3,4010,133.633
2269,3,4012,133.7
2270,3,4021,134.0
2271,3,4023,134.066
2277,3,4036,134.5
2278,3,4038,134.566
2276,3,4038,134.566
2279,3,4044,134.766
2280,3,4045,134.8
2281,3,4046,134.833
2283,3,4050,134.966
2284,3,4052,135.03300000000002
2279,2,4056,135.166
2287,3,4057,135.2
2289,3,4059,135.266
2288,3,4059,135.266
2291,3,4065,135.466
2293,3,4069,135.6
2292,3,4070,135.633
2295,2,4074,135.766
2299,3,4079,135.933
2298,3,4080,135.966
2304,3,4086,136.166
2279,1,4100,136.633
2310,3,4102,136.70000000000002
2312,3,4103,136.733
2313,3,4106,136.833
2316,3,4108,136.9
2317,1,4110,136.966
2324,3,4119,137.266
2325,3,4121,137.333
2326,3,4122,137.366
2329,3,4124,137.433
2328,3,4124,137.433
2330,3,4131,137.666
2336,3,4136,137.833
2333,3,4136,137.833
2337,3,4137,137.866
2335,3,4137,137.866
2338,3,4139,137.933
2342,3,4143,138.066
2345,3,4149,138.266
2346,3,4150,138.3
2347,3,4153,138.4
2349,3,4154,138.433
2354,3,4157,138.53300000000002
2350,3,4157,138.53300000000002
2330,2,4162,138.70000000000002
2359,3,4166,138.834
2363,3,4169,138.934
2330,1,4174,139.1
2368,3,4177,139.20000000000002
2372,1,4181,139.334
2371,3,4181,139.334
2375,3,4182,139.367
2376,3,4184,139.434
2292,2,4187,139.534
2378,3,4189,139.6
2380,3,4192,139.70000000000002
2382,3,4194,139.767
2383,3,4198,139.9
2292,1,4199,139.934
2389,3,4201,140.0
2392,3,4204,140.1
2387,3,4204,140.1
2394,3,4205,140.134
2393,1,4205,140.134
2395,3,4207,140.20000000000002
2404,3,4225,140.8
2403,3,4225,140.8
2401,3,4225,140.8
2407,3,4232,141.034
2408,3,4233,141.067
2410,3,4235,141.134
2407,2,4237,141.20000000000002
2409,3,4238,141.234
2417,3,4242,141.367
2419,2,4243,141.4
2423,3,4247,141.534
2419,1,4249,141.6
2426,3,4254,141.767
2424,3,4255,141.8
2432,3,4260,141.967
2434,3,4262,142.034
2438,3,4266,142.167
2442,3,4267,142.20000000000002
2441,3,4267,142.20000000000002
2438,2,4267,142.20000000000002
2445,3,4272,142.367
2447,3,4273,142.4
2455,3,4278,142.567
2454,3,4279,142.6
2438,1,4279,142.6
2461,3,4286,142.834
2460,3,4286,142.834
2471,3,4301,143.334
2473,3,4303,143.4
2376,2,4304,143.434
2477,3,4308,143.567
2478,3,4313,143.734
2481,3,4314,143.767
2376,1,4316,143.834
2484,3,4323,144.067
2394,2,4340,144.633
2496,3,4343,144.733
2500,3,4350,144.967
2394,1,4351,145.0
2506,3,4359,145.267
2509,3,4367,145.53300000000002
2513,3,4369,145.6
2515,3,4370,145.633
2519,3,4379,145.933
